"","CERTIFY","APPROVE","SPECCERT","WOULDYOU","RECERT","SUBDISC","COLLEGE","EMPLOY","WORKENV","WORKACT","YEARSMEM"
"516",5,5,5,2,5,"BP","B","E","I","P",3
"517",5,5,5,5,5,"PE","P","E","A","E",20
"518",5,5,5,5,3,"PE","P","E","A","E",19
"519",4,4,5,5,5,"BE","B","R","G","",10
"520",5,3,4,5,1,"BA","P","E","A","E",20
"521",2,3,4,2,4,"GV","M","E","G","P",16
"522",5,5,5,5,5,"","P","E","A","E",6
"523",2,2,5,2,5,"BI","P","E","A","R",20
"524",2,2,2,2,5,"BI","M","E","I","P",8
"525",5,5,5,5,1,"GV","P","E","G","P",15
"526",1,1,1,1,1,"BE","P","E","I","C",57
"527",2,2,2,1,2,"EN","M","E","I","C",5
"528",2,2,2,2,2,"BP","P","E","I","C",58
"529",2,3,3,1,5,"TH","M","I","A","S",47
"530",5,5,5,1,5,"EN","M","E","I","R",57
"531",5,5,5,5,5,"BE","M","E","I","C",4
"532",5,1,2,5,2,"GV","B","E","G","P",3
"533",5,5,5,2,1,"SR","M","E","I","P",25
"534",2,2,5,1,2,"SS","P","E","A","E",24
"535",5,5,2,4,2,"BI","M","E","I","C",17
"536",5,5,5,5,4,"GV","P","E","G","R",4
"537",5,5,5,4,5,"CE","P","E","I","C",9
"538",4,4,5,5,5,"SS","P","E","A","E",20
"539",4,5,4,4,4,"BI","M","E","I","R",36
"540",2,3,2,2,4,"QP","M","E","I","P",3
"541",1,1,2,1,2,"PE","P","E","I","R",14
"542",2,1,2,1,5,"EP","P","E","I","R",14
"543",1,2,1,1,2,"QP","B","E","I","P",3
"544",1,2,5,1,1,"MR","P","E","I","P",14
"545",5,5,5,5,5,"PE","M","R","G","P",47
"546",1,1,2,1,2,"MR","B","S","I","P",20
"547",3,3,3,5,3,"CE","P","S","I","C",3
"548",1,1,1,1,1,"CM","P","E","I","P",7
"549",1,1,2,1,3,"PE","P","S","I","C",19
"550",2,2,2,4,2,"BE","P","R","I","P",44
"551",5,5,5,5,5,"PE","M","I","A","S",5
"552",5,5,5,2,5,"BI","P","E","A","R",25
"553",1,1,2,1,1,"GV","M","E","G","R",9
"554",5,3,5,5,3,"GV","P","E","G","R",10
"555",5,5,5,2,3,"PE","P","S","I","C",33
"556",5,5,5,5,5,"BE","P","E","A","E",37
"557",1,4,4,2,5,"QP","M","E","I","P",9
"558",1,1,4,1,2,"SR","M","E","","",14
"559",3,3,0,4,2,"PE","M","E","I","P",3
"560",3,3,5,4,0,"BE","P","E","A","E",3
"561",5,5,5,5,5,"BI","P","E","I","R",4
"562",2,2,2,1,1,"PE","P","E","A","E",58
"563",2,2,5,1,5,"SS","P","E","A","R",10
"564",5,5,5,5,5,"BP","M","E","I","P",47
"565",1,1,5,1,2,"BP","M","E","A","P",25
"566",1,1,2,1,1,"QP","P","E","A","E",20
"567",5,5,5,5,5,"BI","P","E","A","R",8
"568",5,5,5,4,5,"BE","P","E","A","R",15
"569",2,2,1,2,2,"CE","P","E","A","E",12
"570",4,3,4,1,4,"BP","P","E","A","R",31
"571",5,5,5,4,5,"BP","P","E","I","P",8
"572",1,2,2,2,2,"EN","P","E","G","C",23
"573",2,2,1,2,1,"PE","P","E","I","P",14
"574",2,2,4,4,4,"PE","P","E","A","E",25
"575",5,5,2,4,1,"BI","P","E","I","C",19
"576",1,1,1,1,5,"SS","P","E","A","R",14
"577",5,5,5,2,1,"SR","M","E","G","P",9
"578",5,5,5,5,3,"BE","P","E","I","P",20
"579",4,4,2,5,2,"BE","P","E","G","P",12
"580",1,3,4,1,2,"QP","M","E","I","C",36
"581",2,2,3,2,4,"TH","M","I","A","S",25
"582",2,5,2,4,3,"PE","P","E","G","C",47
"583",5,5,5,1,5,"BE","P","E","I","C",29
"584",5,5,5,5,5,"SR","P","E","G","P",11
"585",1,2,2,1,4,"BE","P","E","A","E",37
"586",2,0,3,2,1,"CM","M","E","A","E",19
"587",2,2,5,2,5,"","M","E","G","P",6
"588",4,5,4,2,5,"BI","M","E","G","R",36
"589",4,5,4,5,3,"GV","P","E","I","R",4
"590",3,3,2,1,2,"SR","M","E","G","P",17
"591",5,5,5,5,5,"BI","P","E","I","R",25
"592",5,5,5,5,5,"BE","P","E","A","R",20
"593",1,3,5,1,1,"BA","P","E","A","E",14
"594",5,5,5,5,5,"SS","M","E","G","P",4
"595",3,3,3,1,1,"BP","P","E","I","R",14
"596",2,1,2,1,1,"BE","M","E","A","E",14
"597",1,1,1,1,2,"PE","M","E","I","C",9
"598",5,5,5,5,3,"EN","P","R","G","R",37
"599",3,3,2,2,2,"CE","M","S","I","C",14
"600",4,4,5,4,3,"BI","P","E","I","R",15
"601",2,1,2,4,4,"TH","P","E","G","R",15
"602",4,5,3,5,3,"BE","P","E","A","E",15
"603",1,1,2,1,1,"PE","M","E","I","P",13
"604",5,5,5,5,1,"TH","P","E","A","E",14
"605",1,3,1,1,1,"BE","P","E","A","E",10
"606",1,1,2,1,1,"MR","B","E","I","C",25
"607",5,5,5,5,5,"BI","P","I","A","C",4
"608",5,5,5,5,5,"TH","P","E","A","E",17
"609",4,4,4,5,3,"GV","P","E","G","R",9
"610",5,5,5,5,5,"BE","P","E","I","R",20
"611",2,3,3,5,3,"GV","M","E","G","C",15
"612",5,4,5,5,2,"QP","M","E","I","C",7
"613",2,1,3,2,3,"PE","P","E","G","C",15
"614",5,5,5,5,5,"SR","P","E","G","P",9
"615",5,5,5,5,5,"SR","P","E","I","R",7
"616",5,5,5,5,3,"SS","P","E","A","R",6
"617",5,5,5,5,5,"BE","P","E","G","R",57
"618",5,5,5,5,5,"PE","P","E","G","P",3
"619",5,5,5,5,5,"SS","P","E","A","R",20
"620",5,5,5,5,5,"BI","P","E","G","R",11
"621",5,5,5,5,5,"BE","P","E","I","E",26
"622",1,3,2,1,2,"BP","M","E","I","P",8
"623",4,4,1,4,4,"BI","M","E","G","P",9
"624",5,5,5,5,5,"SR","P","E","I","R",4
"625",2,2,5,4,5,"CM","M","E","A","R",8
"626",5,5,5,5,5,"BI","P","E","A","E",57
"627",4,3,4,5,5,"TH","P","E","A","E",20
"628",5,5,5,5,5,"BP","P","E","I","P",59
"629",5,5,5,2,5,"CM","M","E","A","P",25
"630",1,1,5,1,5,"QP","P","S","I","C",10
"631",5,5,5,5,2,"BI","P","R","A","E",50
"632",2,2,5,1,2,"EN","P","E","A","E",14
"633",4,5,5,4,5,"SS","P","E","I","R",55
"634",2,2,2,1,1,"BI","P","E","I","C",15
"635",1,1,1,1,1,"CE","P","R","I","C",15
"636",1,1,1,1,2,"MR","P","S","I","P",3
"637",4,4,4,3,2,"BI","P","E","I","E",10
"638",1,1,4,2,1,"CM","M","I","A","S",3
"639",1,2,2,1,1,"QP","M","E","I","P",14
"640",2,3,5,1,4,"CE","P","S","","C",6
"641",1,2,1,5,1,"PE","P","E","A","R",9
"642",5,5,5,3,5,"SS","P","E","A","R",58
"643",3,2,3,5,2,"CM","M","R","","",26
"644",2,3,3,2,1,"BE","P","R","I","C",15
"645",1,1,5,5,1,"SS","P","S","G","R",7
"646",1,1,5,1,4,"BI","M","E","A","P",55
"647",5,5,5,1,5,"BP","P","E","I","R",3
"648",5,4,4,5,5,"BI","P","E","A","R",15
"649",2,2,2,4,2,"CM","P","E","A","E",25
"650",5,5,5,5,5,"BP","M","E","I","S",14
"651",5,5,5,2,5,"PE","P","E","G","C",12
"652",2,2,4,4,2,"GV","M","E","G","P",26
"653",5,5,5,0,5,"BI","P","E","A","",59
"654",5,5,5,5,3,"","P","E","A","E",15
"655",1,4,5,2,4,"EN","M","I","A","S",14
"656",5,4,5,3,5,"BI","M","E","I","R",58
"657",5,5,5,5,5,"BI","P","E","A","E",15
"658",5,3,3,2,5,"PE","P","E","A","R",26
"659",5,5,5,5,5,"SS","P","E","A","E",14
"660",5,5,5,5,5,"GV","M","E","G","P",21
"661",2,0,2,3,2,"","P","E","A","R",4
"662",2,3,4,1,3,"CM","M","R","G","R",26
"663",5,5,5,5,3,"SS","P","E","G","R",20
"664",1,2,5,5,1,"TH","P","E","I","R",3
"665",5,5,5,2,5,"CE","P","E","I","C",14
"666",5,5,5,4,5,"BP","M","E","I","R",59
"667",2,1,1,1,3,"BE","P","E","A","E",14
"668",5,5,5,2,4,"EN","M","E","G","R",4
"669",1,1,5,1,2,"TH","P","E","A","C",47
"670",5,4,3,2,3,"","P","E","A","R",9
"671",5,5,5,4,2,"QP","P","E","I","P",6
"672",2,2,2,2,3,"BP","P","E","A","E",6
"673",5,5,5,5,5,"BP","M","E","I","P",8
"674",1,1,1,2,1,"TH","M","E","A","P",14
"675",1,1,2,1,1,"QP","M","E","I","P",3
"676",1,1,2,1,2,"BI","P","E","A","C",15
"677",4,5,4,4,2,"QP","M","E","I","C",9
"678",5,4,5,2,4,"BI","P","E","A","R",10
"679",1,2,5,1,5,"CM","M","E","I","P",6
"680",2,2,2,4,4,"BI","P","E","A","R",9
"681",5,0,0,5,0,"BI","P","E","A","R",6
"682",2,2,3,3,2,"PE","P","E","I","R",15
"683",2,4,5,2,4,"BI","P","E","I","P",4
"684",3,3,5,1,3,"BP","P","E","I","C",36
"685",5,5,5,5,5,"BP","P","E","I","C",58
"686",1,1,2,1,2,"BA","P","E","A","E",18
"687",5,5,5,5,5,"","P","E","G","R",9
"688",5,3,5,5,3,"PE","M","R","I","R",25
"689",5,5,5,2,5,"BI","M","E","I","R",36
"690",1,2,2,1,2,"SR","M","E","G","R",9
"691",1,1,5,5,5,"BA","P","E","A","R",6
"692",2,3,4,5,4,"CE","P","E","A","R",15
"693",5,5,5,5,5,"PE","P","E","I","C",25
"694",1,3,3,1,5,"BP","P","E","I","P",7
"695",1,1,1,1,5,"BI","P","E","I","R",47
"696",3,3,4,4,4,"QP","P","E","A","E",9
"697",1,2,5,4,4,"BP","M","E","I","C",14
"698",5,5,5,1,1,"GV","M","E","A","R",4
"699",5,5,5,5,5,"BI","M","E","A","E",14
"700",5,5,5,2,5,"CM","P","E","A","R",25
"701",4,4,5,5,3,"BA","P","E","A","R",5
"702",1,1,5,2,2,"BP","P","E","I","R",23
"703",5,3,3,5,4,"","P","R","","C",20
"704",1,1,2,1,1,"EN","B","E","I","C",14
"705",5,5,5,5,5,"BE","M","E","A","E",3
"706",1,2,4,1,5,"BI","P","E","A","C",15
"707",2,3,4,1,3,"QP","P","E","G","C",15
"708",3,3,3,1,3,"BP","M","E","I","P",36
"709",1,1,1,1,1,"BE","P","E","I","C",6
"710",4,3,5,2,5,"SS","M","I","A","S",14
"711",1,1,4,1,4,"BI","P","E","G","C",8
"712",5,5,5,1,1,"QP","P","E","I","P",4
"713",2,2,1,2,2,"QP","P","E","I","P",11
"714",5,5,5,4,1,"PE","P","E","G","C",23
"715",5,5,5,3,3,"BE","P","E","A","E",9
"716",3,0,0,5,1,"BI","P","R","A","E",43
"717",1,2,4,1,1,"BE","P","E","I","C",47
"718",2,3,5,5,5,"PE","P","R","I","C",37
"719",5,2,5,1,5,"SR","P","E","I","R",15
"720",5,5,3,2,5,"","P","E","A","E",47
"721",2,4,5,3,3,"BP","M","E","I","C",3
"722",5,5,5,5,3,"BI","P","E","G","R",36
"723",5,5,5,5,0,"BI","P","E","G","R",9
"724",1,1,1,1,2,"BI","P","E","A","P",16
"725",3,3,3,5,3,"SS","M","R","I","R",15
"726",5,4,5,5,5,"GV","M","E","G","R",47
"727",3,1,3,2,5,"","P","E","A","C",3
"728",1,1,2,2,1,"GV","M","E","G","P",14
"729",1,1,4,1,2,"BE","M","E","I","C",17
"730",5,5,5,5,5,"","P","U","A","C",8
"731",5,5,5,2,5,"BP","M","S","I","C",6
"732",1,2,3,1,4,"BE","M","E","I","P",10
"733",2,3,4,5,2,"PE","P","E","G","R",3
"734",4,3,5,2,5,"CM","P","E","A","E",15
"735",1,2,5,5,4,"SS","P","E","A","E",19
"736",5,4,5,2,5,"BI","M","I","A","R",3
"737",5,5,5,4,5,"CM","P","E","I","P",25
"738",0,5,5,3,5,"GV","M","E","G","C",6
"739",5,5,5,5,5,"","P","I","A","S",36
"740",2,5,2,2,3,"BE","P","E","I","R",8
"741",5,5,5,5,5,"BP","P","E","I","P",8
"742",2,2,1,4,1,"GV","B","E","G","P",15
"743",5,5,5,1,5,"BP","P","E","I","C",17
"744",2,2,5,3,5,"PE","P","E","G","P",21
"745",5,5,5,2,5,"BI","P","E","I","P",8
"746",5,5,5,1,1,"SS","P","E","A","E",20
"747",5,5,5,3,3,"SS","P","E","A","E",20
"748",2,3,4,4,2,"CM","P","E","A","R",8
"749",5,5,1,5,1,"BI","P","E","G","C",22
"750",5,5,5,5,3,"PE","P","E","A","E",26
"751",1,1,4,1,1,"QP","M","E","I","C",6
"752",2,3,5,5,5,"BI","P","E","A","R",15
"753",2,2,5,2,5,"BI","P","E","A","R",6
"754",4,4,4,4,5,"PE","M","E","I","P",20
"755",5,5,4,5,3,"BI","P","E","G","R",15
"756",2,3,1,1,5,"PE","M","S","I","C",25
"757",2,3,2,2,2,"CM","M","E","I","R",4
"758",2,2,2,2,2,"MR","P","E","I","R",3
"759",5,3,1,5,2,"BE","P","E","G","R",14
"760",1,2,1,2,5,"SR","P","E","I","P",9
"761",1,3,4,1,2,"BI","B","S","I","C",3
"762",5,4,5,5,1,"BE","M","S","I","P",59
"763",1,4,1,5,5,"PE","P","E","A","R",13
"764",1,1,5,1,1,"BP","P","E","G","R",7
"765",2,3,2,2,2,"BE","P","E","A","E",15
"766",2,2,2,1,2,"SS","P","E","A","E",14
"767",2,4,5,2,5,"SR","P","E","A","R",12
"768",3,3,5,1,3,"PE","M","E","G","P",14
"769",1,1,1,1,5,"BI","M","E","I","R",4
"770",2,5,5,5,1,"","P","E","A","E",55
"771",2,2,1,1,1,"SS","P","E","A","E",4
"772",5,4,3,5,1,"SR","P","E","A","E",23
"773",5,5,5,2,5,"PE","P","E","G","C",9
"774",5,5,5,2,2,"SR","M","E","G","P",6
"775",5,5,5,5,3,"SR","P","E","G","R",26
"776",5,5,5,5,2,"","M","E","G","P",15
"777",2,2,4,2,2,"BI","P","U","A","R",14
"778",3,2,5,4,5,"PE","P","E","A","E",9
"779",1,2,4,1,1,"BI","P","E","A","E",12
"780",5,5,5,5,5,"PE","P","E","A","R",15
"781",1,1,1,5,1,"BE","P","R","A","E",31
"782",5,5,5,1,5,"BE","P","E","A","E",26
"783",5,5,5,5,5,"CE","P","E","A","E",20
"784",5,5,5,5,3,"EN","P","E","G","R",3
"785",5,5,5,5,5,"QP","P","E","A","E",43
"786",2,2,5,5,2,"EN","B","E","I","P",9
"787",2,3,1,4,1,"GV","M","E","G","P",24
"788",5,5,5,5,5,"BI","P","E","A","R",9
"789",5,4,5,2,4,"PE","P","E","A","E",15
"790",2,2,1,1,4,"SS","P","E","A","R",47
"791",2,3,4,2,3,"CE","M","E","A","E",9
"792",1,3,1,5,2,"SR","P","E","G","P",8
"793",2,2,5,2,1,"GV","M","E","G","P",8
"794",5,5,5,1,5,"BI","P","E","A","R",15
"795",3,2,4,2,5,"GV","M","E","G","C",8
"796",1,2,2,1,2,"BP","M","E","I","P",36
"797",1,2,4,1,2,"BP","P","E","G","R",27
"798",2,3,2,1,2,"BP","P","E","I","P",4
"799",3,3,2,2,3,"MR","M","E","I","R",3
"800",1,2,5,1,5,"BP","P","E","A","E",20
"801",2,0,5,5,1,"","P","E","","R",20
"802",5,5,5,5,5,"GV","M","E","G","R",18
"803",1,1,1,1,5,"CM","P","E","A","R",58
"804",3,3,1,1,5,"BA","P","E","A","R",47
"805",2,3,2,1,4,"BA","P","E","A","E",55
"806",5,4,5,2,3,"BP","P","I","A","S",25
"807",1,1,2,1,1,"MR","M","E","I","C",4
"808",5,5,5,1,5,"BP","P","E","I","C",9
"809",5,5,5,2,5,"BP","M","E","I","P",58
"810",5,3,5,2,5,"BI","P","E","I","C",23
"811",2,1,4,1,2,"BP","P","E","I","P",11
"812",2,4,5,0,0,"BP","P","E","I","P",20
"813",3,1,5,1,2,"BI","P","E","A","C",29
"814",2,4,2,2,1,"SR","P","E","I","R",9
"815",2,1,2,5,2,"BI","P","E","A","R",35
"816",1,1,4,1,5,"BP","P","E","I","C",58
"817",4,5,5,5,5,"BP","P","E","I","P",15
"818",5,5,5,3,5,"SE","P","E","A","E",26
"819",5,5,5,5,2,"QP","P","E","I","C",4
"820",1,2,2,1,1,"SR","P","E","A","R",14
"821",1,5,1,1,1,"SR","P","E","A","R",15
"822",1,1,4,1,1,"PE","M","E","I","C",25
"823",3,3,3,4,2,"BI","M","R","A","C",31
"824",5,5,5,5,5,"BI","M","E","I","P",55
"825",2,3,4,5,2,"CM","M","E","A","E",20
"826",1,1,3,2,1,"PE","P","R","I","R",15
"827",1,1,2,1,2,"PE","P","E","I","P",15
"828",1,1,1,1,1,"BP","B","E","I","R",17
"829",1,2,1,1,5,"BP","P","E","I","C",57
"830",5,5,5,5,5,"MR","M","E","I","P",5
"831",4,5,5,1,2,"QP","M","E","I","C",9
"832",1,1,1,1,5,"BP","P","E","I","P",6
"833",1,3,2,2,3,"BI","P","E","A","E",18
"834",5,5,5,5,5,"BI","P","E","A","R",22
"835",4,5,4,2,5,"PE","M","E","I","P",14
"836",2,2,2,2,4,"BE","P","E","A","E",27
"837",4,4,1,5,5,"SS","P","E","I","P",14
"838",5,3,5,3,5,"GV","M","E","G","R",3
"839",5,5,5,2,2,"CE","M","E","A","E",9
"840",1,2,2,2,2,"BI","M","E","G","C",58
"841",2,3,2,2,4,"","P","E","A","E",18
"842",5,4,4,1,1,"BA","P","E","I","C",26
"843",3,3,3,4,4,"BI","P","E","A","C",58
"844",0,1,2,5,2,"","","R","G","E",15
"845",1,1,3,1,1,"QP","P","S","I","C",30
"846",5,5,5,5,3,"BI","P","E","A","R",27
"847",1,1,2,1,5,"BP","P","E","I","P",8
"848",5,5,5,5,5,"QP","M","I","A","S",3
"849",5,4,5,5,5,"CE","M","E","A","E",59
"850",2,2,5,5,5,"SR","P","E","A","R",20
"851",5,5,5,2,3,"BE","P","E","A","E",9
"852",4,4,3,5,5,"BI","P","E","G","R",26
"853",5,5,5,1,5,"BI","M","E","A","C",58
"854",2,1,5,1,1,"BP","P","E","A","C",4
"855",5,5,5,2,5,"BP","M","E","I","P",5
"856",1,1,5,2,1,"BE","P","E","A","E",3
"857",2,2,1,2,3,"QP","B","E","I","P",3
"858",5,5,5,4,5,"BP","B","I","A","S",3
"859",2,3,5,2,2,"SR","M","E","I","P",43
"860",1,1,5,1,1,"BI","M","E","G","P",9
"861",5,3,5,5,3,"BE","M","R","I","R",51
"862",2,2,5,1,1,"PE","P","E","A","E",20
"863",5,5,5,5,1,"BE","P","R","I","C",30
"864",2,2,3,1,2,"","P","E","G","P",4
"865",2,2,5,1,3,"SS","P","E","A","R",9
"866",1,1,5,1,5,"BE","P","E","I","C",15
"867",3,5,2,1,5,"BE","M","S","I","C",14
"868",5,5,5,5,5,"BE","P","E","A","E",15
"869",4,4,3,5,3,"GV","B","E","G","R",29
"870",5,5,5,5,5,"","P","E","A","P",47
"871",5,5,5,5,5,"BI","P","E","A","R",47
"872",4,4,5,2,5,"CM","B","I","A","S",3
"873",2,4,2,2,1,"BI","P","E","A","R",12
"874",1,1,2,2,1,"BE","B","E","I","R",14
"875",1,4,4,5,1,"BP","M","E","A","R",14
"876",2,2,3,2,5,"GV","P","E","G","R",8
"877",0,0,0,0,0,"BP","P","S","I","C",27
"878",5,5,5,5,5,"PE","P","E","A","E",20
"879",1,1,5,1,1,"SR","P","E","A","R",4
"880",2,3,5,4,5,"BI","M","E","G","C",3
"881",5,5,5,5,5,"EN","P","S","I","C",47
"882",2,3,2,2,2,"BI","P","E","A","R",55
"883",5,5,5,5,5,"QP","M","R","G","",3
"884",2,2,5,1,4,"QP","M","E","I","P",4
"885",5,5,5,5,5,"BI","P","E","A","R",36
"886",5,5,5,5,1,"EN","M","E","G","P",5
"887",1,1,5,1,5,"BP","M","E","I","C",5
"888",5,5,5,4,5,"CM","M","E","I","C",12
"889",5,5,5,5,5,"SG","P","E","A","R",25
"890",4,4,3,2,5,"SR","M","E","G","P",4
"891",2,2,1,2,4,"MR","M","E","I","R",3
"892",5,5,5,5,3,"BI","M","E","I","P",58
"893",5,5,5,4,1,"GV","M","E","G","P",14
"894",5,5,5,2,5,"BI","M","I","A","S",5
"895",5,5,5,3,3,"BI","M","E","A","R",47
"896",5,5,5,5,5,"BE","P","E","A","E",7
"897",1,2,5,1,2,"BI","P","E","A","C",58
"898",1,1,1,1,1,"EN","P","E","I","C",1
"899",2,2,5,1,5,"","B","I","A","S",3
"900",5,5,5,2,5,"BP","M","E","I","P",9
"901",4,3,3,2,1,"TH","","E","A","E",25
"902",5,3,3,5,3,"PE","P","E","A","E",15
"903",2,3,3,3,4,"BI","P","E","A","R",37
"904",5,5,5,5,5,"SR","M","E","I","R",20
"905",1,1,5,1,5,"SR","P","R","A","R",26
"906",5,5,2,4,5,"QP","B","R","I","C",31
"907",2,2,5,5,5,"BP","P","E","I","C",36
"908",1,2,5,1,5,"BP","M","S","I","C",14
"909",2,3,5,2,5,"BE","M","E","I","P",36
"910",5,5,5,3,5,"BI","M","E","A","R",36
"911",3,3,4,2,2,"BP","M","S","I","C",25
"912",1,3,5,1,1,"BP","M","E","I","P",5
"913",5,5,5,4,5,"BP","P","E","I","C",8
"914",3,4,4,5,5,"EN","M","E","G","P",20
"915",1,1,3,1,1,"PE","P","E","I","C",47
"916",2,2,5,2,5,"EN","P","E","I","C",32
"917",5,3,5,5,5,"BI","P","E","G","C",17
"918",5,5,5,4,2,"CE","P","E","A","C",26
"919",4,4,3,5,1,"BI","P","E","A","R",22
"920",3,3,3,4,5,"CM","M","E","G","P",3
"921",5,5,5,4,4,"EN","P","E","G","C",8
"922",2,2,2,5,2,"MR","P","R","I","P",48
"923",3,3,2,1,4,"QP","B","E","I","P",3
"924",5,5,5,5,5,"BI","P","E","A","R",47
"925",5,5,5,2,5,"CE","M","E","A","E",11
"926",1,2,3,1,1,"BP","M","E","I","C",4
"927",5,5,5,3,5,"BP","P","E","I","R",11
"928",4,4,5,2,5,"CE","M","S","A","E",25
"929",5,5,5,4,5,"BP","M","E","I","P",4
"930",2,2,1,2,1,"QP","M","E","I","P",57
"931",2,5,5,5,5,"BI","P","E","A","R",5
"932",5,5,5,5,5,"BI","M","E","I","R",4
"933",5,5,5,5,5,"SG","P","E","A","R",25
"934",1,2,2,1,3,"BI","M","U","A","S",59
"935",5,5,5,5,1,"SR","P","E","G","R",15
"936",4,4,1,2,5,"GV","M","E","G","R",57
"937",1,1,5,1,5,"","P","E","I","P",7
"938",1,2,5,1,4,"BI","P","E","A","P",47
"939",5,5,5,5,3,"BI","P","E","A","R",31
"940",3,3,5,4,3,"PE","P","E","A","R",15
"941",5,0,3,5,5,"TH","P","E","A","E",31
"942",2,2,1,1,5,"QP","M","I","","S",25
"943",3,3,3,5,3,"BI","P","E","A","E",47
"944",5,4,5,4,5,"BE","P","R","","",37
"945",5,5,5,5,5,"GV","P","E","G","R",6
"946",2,2,1,5,4,"BI","P","E","A","R",20
"947",1,1,2,2,1,"PE","M","E","I","P",14
"948",5,5,5,5,5,"MR","P","E","A","R",14
"949",4,3,4,4,2,"BE","P","E","A","R",14
"950",1,1,1,1,1,"CE","M","I","A","S",55
"951",3,0,5,1,5,"SS","P","E","A","R",15
"952",1,1,5,1,1,"QP","M","E","I","C",23
"953",5,5,5,5,5,"PE","P","E","A","E",36
"954",2,2,5,1,5,"BA","M","I","A","S",47
"955",2,4,2,2,3,"SR","P","E","G","R",19
"956",2,1,5,5,1,"BE","B","R","","",44
"957",1,1,1,1,1,"BE","P","E","G","R",15
"958",2,2,5,1,1,"EN","P","E","I","C",24
"959",1,2,1,1,1,"BP","B","E","I","C",58
"960",5,5,5,5,5,"CE","P","E","A","R",14
"961",1,3,1,5,1,"SR","B","R","G","R",37
"962",1,1,4,1,4,"CM","P","E","A","E",15
"963",5,5,5,5,5,"SS","P","E","A","E",14
"964",5,5,5,5,5,"SR","P","E","A","R",15
"965",5,3,5,1,5,"CE","P","S","I","C",23
"966",1,1,1,1,1,"QP","M","E","I","P",4
"967",2,2,3,1,1,"PE","P","E","A","E",19
"968",5,5,5,5,2,"GV","B","E","G","P",19
"969",4,4,4,4,3,"MR","P","E","A","R",8
"970",5,5,5,1,1,"SS","M","E","A","P",9
"971",1,1,5,1,3,"TH","P","R","A","R",25
"972",2,1,5,5,4,"BI","P","E","A","E",39
"973",5,5,5,5,5,"BI","P","E","A","C",15
"974",4,5,4,2,2,"SS","M","R","G","R",51
"975",1,2,1,1,4,"SR","M","E","G","C",55
"976",4,5,5,4,5,"","B","U","I","C",25
"977",2,5,3,4,2,"TH","P","E","A","C",26
"978",4,4,3,2,5,"BP","P","E","I","C",6
"979",5,5,5,2,5,"EN","P","E","A","R",25
"980",5,5,5,5,3,"CM","P","E","A","R",13
"981",2,3,2,2,4,"SR","M","E","G","R",59
"982",5,5,5,5,5,"CM","P","E","I","R",14
"983",1,1,3,5,3,"PE","P","E","A","E",37
"984",4,5,3,4,1,"GV","M","E","G","P",13
"985",2,2,2,2,2,"PE","P","E","A","R",47
"986",1,1,4,1,2,"","M","S","I","C",4
"987",1,2,5,2,4,"BI","P","E","I","R",4
"988",5,5,5,2,1,"QP","M","E","I","P",13
"989",1,2,1,1,2,"EN","P","E","I","C",26
"990",3,3,3,5,3,"BE","M","S","I","R",25
"991",5,5,5,5,5,"BP","P","S","I","C",15
"992",5,5,5,1,5,"BE","P","E","A","R",4
"993",5,5,5,5,5,"PE","P","E","A","E",12
"994",5,5,5,5,5,"","M","E","I","P",7
"995",5,5,5,5,5,"CM","M","E","I","P",4
"996",2,2,2,1,1,"QP","M","E","I","C",25
"997",3,3,3,2,3,"BE","P","E","I","P",20
"998",5,5,2,5,2,"BA","M","E","I","C",36
"999",2,3,4,2,4,"BP","P","E","I","C",36
"1000",1,2,2,4,1,"QP","M","E","I","P",25
"1001",5,3,2,1,2,"PE","M","E","I","C",10
"1002",3,3,5,2,1,"BI","P","I","A","S",14
"1003",5,5,5,5,5,"BI","M","E","A","C",7
"1004",1,1,5,1,5,"BI","P","E","A","E",6
"1005",1,1,2,1,1,"MR","M","E","I","P",14
"1006",2,2,4,1,4,"CM","P","E","A","C",47
"1007",2,3,5,2,5,"BI","B","I","","S",14
"1008",5,5,1,5,1,"BI","P","E","A","R",14
"1009",3,0,5,5,2,"BE","P","E","A","E",59
"1010",1,1,5,1,3,"CM","P","E","A","R",4
"1011",5,5,5,5,5,"CM","M","E","A","E",10
"1012",5,5,5,2,1,"SR","M","E","G","R",55
"1013",2,3,4,2,4,"SR","M","E","I","R",25
"1014",4,4,4,2,2,"CM","P","E","A","E",17
"1015",5,5,5,1,5,"BI","P","E","G","R",9
"1016",5,5,5,1,1,"","P","E","A","E",10
"1017",5,5,5,5,3,"EN","P","E","A","R",25
"1018",2,2,3,1,5,"CM","P","E","A","C",22
"1019",2,2,5,2,2,"PE","P","E","A","E",26
"1020",1,2,2,1,2,"BI","M","E","A","R",3
"1021",2,2,3,2,4,"CM","P","E","A","E",15
"1022",2,2,5,1,1,"BP","P","E","I","P",20
"1023",2,3,1,2,2,"BI","P","E","A","R",3
"1024",5,5,5,5,5,"PE","P","E","G","C",15
"1025",1,2,2,2,1,"SR","P","E","I","C",21
"1026",2,2,2,2,1,"QP","P","E","A","E",20
"1027",2,3,2,2,2,"CM","P","E","A","E",4
"1028",5,5,5,5,5,"BI","P","E","A","R",14
"1029",2,2,3,1,3,"CM","P","E","A","P",28
"1030",5,3,5,5,5,"BE","P","E","I","R",10
"1031",5,5,5,5,5,"CM","","E","I","P",8
