"SurveyResponseID","AnswerNumber","AmenityType","EnvPracticeRating"
3184919,176,"Public infrastructure","Ahead of most other places"
3184821,159,"Activity and attractions","Ahead of most other places"
3184824,165,"Activity and attractions","Ahead of most other places"
3184911,153,"Activity and attractions","Ahead of most other places"
3184919,174,"Activity and attractions","About average"
3184837,164,"Activity and attractions","Don't know"
3184790,165,"Activity and attractions","Amongst the best in the world"
3184820,138,"Activity and attractions","About average"
3184833,167,"Activity and attractions","Amongst the best in the world"
3184794,166,"Commercial accommodation","Ahead of most other places"
3184786,144,"Activity and attractions","About average"
3184919,177,"Overall environmental management","Ahead of most other places"
3184837,166,"Public infrastructure","About average"
3184837,167,"Overall environmental management","Don't know"
3184849,155,"Commercial accommodation","About average"
3184790,167,"Public infrastructure","Don't know"
3184790,168,"Overall environmental management","Amongst the best in the world"
3184849,159,"Overall environmental management","Amongst the best in the world"
3184853,158,"Activity and attractions","Ahead of most other places"
3184939,144,"Commercial accommodation","About average"
3184802,131,"Activity and attractions","Ahead of most other places"
3184790,166,"Visitor transport","About average"
3184943,157,"Activity and attractions","Ahead of most other places"
3184849,158,"Public infrastructure","About average"
3184939,148,"Overall environmental management","Amongst the best in the world"
3184794,168,"Visitor transport","Behind most other places"
3184853,157,"Commercial accommodation","Behind most other places"
3184907,155,"Activity and attractions","Ahead of most other places"
3184939,147,"Public infrastructure","Amongst the best in the world"
3184837,165,"Visitor transport","Amongst the best in the world"
3184943,156,"Commercial accommodation","Don't know"
3184861,147,"Commercial accommodation","About average"
3184802,130,"Commercial accommodation","Ahead of most other places"
3184849,157,"Visitor transport","Ahead of most other places"
3184832,169,"Activity and attractions","Amongst the best in the world"
3184849,156,"Activity and attractions","Behind most other places"
3184939,146,"Visitor transport","Amongst the best in the world"
3184794,167,"Activity and attractions","Amongst the best in the world"
3184832,170,"Visitor transport","Ahead of most other places"
3184853,161,"Overall environmental management","About average"
3184861,150,"Public infrastructure","About average"
3184802,134,"Overall environmental management","Ahead of most other places"
3184806,159,"Activity and attractions","Amongst the best in the world"
3184853,160,"Public infrastructure","About average"
3184794,169,"Public infrastructure","Ahead of most other places"
3184861,148,"Activity and attractions","Don't know"
3184802,132,"Visitor transport","Behind most other places"
3184943,158,"Visitor transport","Ahead of most other places"
3184832,171,"Public infrastructure","Ahead of most other places"
3184947,148,"Activity and attractions","Amongst the best in the world"
3184861,149,"Visitor transport","About average"
3184818,145,"Activity and attractions","Amongst the best in the world"
3184943,160,"Overall environmental management","About average"
3184806,162,"Overall environmental management","Don't know"
3184939,145,"Activity and attractions","Ahead of most other places"
3184943,159,"Public infrastructure","Ahead of most other places"
3184794,170,"Overall environmental management","Behind most other places"
3184806,160,"Visitor transport","Don't know"
3184853,159,"Visitor transport","Amongst the best in the world"
3184947,149,"Visitor transport","Behind most other places"
3184802,133,"Public infrastructure","About average"
3184861,151,"Overall environmental management","Ahead of most other places"
3184951,127,"Activity and attractions","Ahead of most other places"
3184955,138,"Activity and attractions","Don't know"
3184818,148,"Overall environmental management","About average"
3184951,129,"Public infrastructure","About average"
3184865,155,"Visitor transport","Ahead of most other places"
3184818,147,"Public infrastructure","Amongst the best in the world"
3184836,156,"Visitor transport","About average"
3184955,141,"Overall environmental management","Don't know"
3184836,157,"Public infrastructure","Ahead of most other places"
3184822,163,"Public infrastructure","Ahead of most other places"
3184947,151,"Overall environmental management","Ahead of most other places"
3184822,162,"Visitor transport","Ahead of most other places"
3184951,128,"Visitor transport","Don't know"
3184836,155,"Activity and attractions","Don't know"
3184822,161,"Activity and attractions","About average"
3184865,154,"Activity and attractions","Amongst the best in the world"
3184955,140,"Public infrastructure","Amongst the best in the world"
3184865,157,"Overall environmental management","Ahead of most other places"
3184836,158,"Overall environmental management","Ahead of most other places"
3184822,164,"Overall environmental management","Ahead of most other places"
3184806,161,"Public infrastructure","Amongst the best in the world"
3184873,150,"Public infrastructure","Ahead of most other places"
3184873,149,"Visitor transport","About average"
3184947,150,"Public infrastructure","Amongst the best in the world"
3184818,146,"Visitor transport","About average"
3184832,172,"Overall environmental management","Don't know"
3184951,130,"Overall environmental management","Amongst the best in the world"
3184955,139,"Visitor transport","About average"
3184865,156,"Public infrastructure","Amongst the best in the world"
3184873,148,"Activity and attractions","Ahead of most other places"
3184873,151,"Overall environmental management","Ahead of most other places"
3184955,137,"Commercial accommodation","About average"
3184840,160,"Commercial accommodation","Ahead of most other places"
3184830,146,"Commercial accommodation","Don't know"
3184806,158,"Commercial accommodation","About average"
3184947,147,"Commercial accommodation","About average"
3184865,153,"Commercial accommodation","Don't know"
3184885,156,"Commercial accommodation","About average"
3184951,126,"Commercial accommodation","Ahead of most other places"
