"SurveyResponseID","AnswerNumber","TravelledWith"
3185452,40,"Other family / relative(s)"
3185453,38,"My husband, wife or partner"
3185453,39,"Child/children aged 15 or older"
3185453,40,"Other family / relative(s)"
3185455,37,"Other family / relative(s)"
3185455,38,"Other person(s)"
3185456,37,"My husband, wife or partner"
3185457,39,"Other person(s)"
3185458,38,"Other person(s)"
3185461,41,"Other person(s)"
3185462,41,"My husband, wife or partner"
3185464,43,"Other person(s)"
3185465,37,"My husband, wife or partner"
3185465,38,"Other family / relative(s)"
3185467,40,"My husband, wife or partner"
3185472,45,"Other person(s)"
3185473,43,"My husband, wife or partner"
3185473,44,"Child/children aged under 15"
3185473,45,"Other person(s)"
3185474,42,"Other family / relative(s)"
3185474,43,"Other person(s)"
3185478,37,"My husband, wife or partner"
3185479,39,"My husband, wife or partner"
3185480,39,"My husband, wife or partner"
3185480,40,"Other person(s)"
3185483,41,"My husband, wife or partner"
3185483,42,"Child/children aged under 15"
3185483,43,"Other person(s)"
3185484,36,"My husband, wife or partner"
3185484,37,"Other family / relative(s)"
3185485,41,"Other family / relative(s)"
3185488,40,"Child/children aged under 15"
3185489,40,"My husband, wife or partner"
3185491,44,"Other person(s)"
3185492,37,"My husband, wife or partner"
3185492,38,"Child/children aged 15 or older"
3185492,39,"Other person(s)"
3185494,38,"My husband, wife or partner"
3185494,39,"Child/children aged 15 or older"
3185494,40,"Other person(s)"
3185495,39,"Other person(s)"
3185496,37,"My husband, wife or partner"
3185496,38,"Other person(s)"
3185497,39,"Other family / relative(s)"
3185497,40,"Other person(s)"
3185501,38,"My husband, wife or partner"
3185502,42,"My husband, wife or partner"
3185502,43,"Child/children aged under 15"
3185502,44,"Other person(s)"
3185503,38,"Child/children aged 15 or older"
3185504,42,"Other family / relative(s)"
3185504,43,"Other person(s)"
3185505,43,"My husband, wife or partner"
3185507,43,"My husband, wife or partner"
3185507,44,"Other family / relative(s)"
3185507,45,"Other person(s)"
3185508,40,"Other person(s)"
3185510,40,"My husband, wife or partner"
3185513,35,"My husband, wife or partner"
3185514,38,"My husband, wife or partner"
3185514,39,"Other person(s)"
3185517,42,"My husband, wife or partner"
3185519,43,"My husband, wife or partner"
3185519,44,"Child/children aged 15 or older"
3185522,40,"My husband, wife or partner"
3185522,41,"Other person(s)"
3185523,38,"My husband, wife or partner"
3185523,39,"Other person(s)"
3185524,38,"My husband, wife or partner"
3185524,39,"Child/children aged 15 or older"
3185525,39,"Other family / relative(s)"
3185525,40,"Other person(s)"
3185526,46,"Other family / relative(s)"
3185526,47,"Other person(s)"
3185527,36,"Child/children aged under 15"
3185528,37,"My husband, wife or partner"
3185528,38,"Other family / relative(s)"
3185528,39,"Other person(s)"
3185529,38,"Other person(s)"
3185530,45,"My husband, wife or partner"
3185530,46,"Other family / relative(s)"
3185533,43,"Child/children aged 15 or older"
3185536,42,"Other person(s)"
3185537,39,"Other person(s)"
3185538,39,"Child/children aged under 15"
3185538,40,"Other family / relative(s)"
3185539,40,"Child/children aged under 15"
3185540,39,"My husband, wife or partner"
3185540,40,"Other family / relative(s)"
3185543,38,"Other person(s)"
3185544,37,"Other family / relative(s)"
3185544,38,"Other person(s)"
3185548,46,"My husband, wife or partner"
3185550,41,"My husband, wife or partner"
3185550,42,"Other family / relative(s)"
3185550,43,"Other person(s)"
3185551,39,"My husband, wife or partner"
3185551,40,"Child/children aged 15 or older"
3185552,41,"My husband, wife or partner"
3185552,42,"Other family / relative(s)"
3185552,43,"Other person(s)"
3185554,37,"My husband, wife or partner"
3185555,38,"Child/children aged 15 or older"
3185556,37,"Child/children aged under 15"
3185561,42,"Child/children aged 15 or older"
3185561,43,"Other person(s)"
3185562,38,"My husband, wife or partner"
3185562,39,"Other person(s)"
3185564,41,"Child/children aged under 15"
3185565,37,"My husband, wife or partner"
3185566,37,"Child/children aged under 15"
3185567,39,"Other person(s)"
3185568,37,"My husband, wife or partner"
3185570,39,"My husband, wife or partner"
3185570,40,"Other person(s)"
3185574,40,"My husband, wife or partner"
3185574,41,"Other family / relative(s)"
3185575,38,"My husband, wife or partner"
3185575,39,"Other person(s)"
3185576,40,"My husband, wife or partner"
3185576,41,"Other person(s)"
3185577,41,"My husband, wife or partner"
3185577,42,"Child/children aged under 15"
3185577,43,"Other family / relative(s)"
3185579,39,"Child/children aged under 15"
3185579,40,"Other person(s)"
3185583,43,"My husband, wife or partner"
3185583,44,"Other person(s)"
3185584,39,"My husband, wife or partner"
3185584,40,"Other family / relative(s)"
3185586,35,"Child/children aged under 15"
3185586,36,"Other family / relative(s)"
3185587,40,"My husband, wife or partner"
3185587,41,"Other person(s)"
3185589,42,"Other person(s)"
3185590,38,"My husband, wife or partner"
3185591,40,"My husband, wife or partner"
3185591,41,"Child/children aged 15 or older"
3185591,42,"Other family / relative(s)"
3185593,45,"My husband, wife or partner"
3185595,40,"Other family / relative(s)"
3185595,41,"Other person(s)"
3185596,38,"My husband, wife or partner"
3185596,39,"Other person(s)"
3185597,37,"My husband, wife or partner"
3185598,40,"My husband, wife or partner"
3185599,40,"My husband, wife or partner"
3185599,41,"Other person(s)"
3185600,36,"Other person(s)"
3185601,41,"My husband, wife or partner"
3185601,42,"Other family / relative(s)"
3185603,40,"My husband, wife or partner"
3185603,41,"Other family / relative(s)"
3185605,36,"Child/children aged under 15"
3185606,38,"My husband, wife or partner"
3185607,36,"My husband, wife or partner"
3185608,37,"Child/children aged 15 or older"
3185609,38,"Other person(s)"
3185610,38,"My husband, wife or partner"
3185612,38,"My husband, wife or partner"
3185613,37,"My husband, wife or partner"
3185614,38,"Other family / relative(s)"
3185614,39,"Other person(s)"
3185616,39,"Child/children aged under 15"
3185618,38,"My husband, wife or partner"
3185618,39,"Child/children aged under 15"
3185619,37,"Child/children aged under 15"
3185620,40,"My husband, wife or partner"
3185620,41,"Other family / relative(s)"
3185620,42,"Other person(s)"
3185621,40,"My husband, wife or partner"
3185622,36,"Other person(s)"
3185623,40,"My husband, wife or partner"
3185625,39,"My husband, wife or partner"
3185625,40,"Other person(s)"
3185626,37,"My husband, wife or partner"
3185629,37,"My husband, wife or partner"
3185629,38,"Other person(s)"
3185634,37,"My husband, wife or partner"
3185635,36,"Child/children aged under 15"
3185635,37,"Other person(s)"
3185636,36,"My husband, wife or partner"
3185636,37,"Child/children aged under 15"
3185637,43,"Other person(s)"
3185642,39,"My husband, wife or partner"
3185642,40,"Other family / relative(s)"
3185643,37,"My husband, wife or partner"
3185643,38,"Other person(s)"
3185644,42,"My husband, wife or partner"
3185644,43,"Other person(s)"
3185650,39,"Other person(s)"
3185653,37,"My husband, wife or partner"
3185653,38,"Child/children aged 15 or older"
3185653,39,"Other person(s)"
3185654,36,"My husband, wife or partner"
3185657,40,"My husband, wife or partner"
3185657,41,"Other family / relative(s)"
3185658,39,"My husband, wife or partner"
3185659,38,"Other person(s)"
3185661,38,"My husband, wife or partner"
3185663,42,"Child/children aged under 15"
3185663,43,"Other person(s)"
3185664,45,"My husband, wife or partner"
3185664,46,"Other person(s)"
3185666,37,"My husband, wife or partner"
3185667,37,"Child/children aged 15 or older"
3185668,40,"My husband, wife or partner"
3185668,41,"Other person(s)"
3185671,39,"My husband, wife or partner"
3185674,42,"My husband, wife or partner"
3185674,43,"Other person(s)"
3185675,40,"My husband, wife or partner"
3185675,41,"Other person(s)"
3185678,43,"My husband, wife or partner"
3185679,42,"My husband, wife or partner"
3185679,43,"Other family / relative(s)"
3185679,44,"Other person(s)"
3185680,46,"My husband, wife or partner"
3185680,47,"Child/children aged 15 or older"
3185683,37,"My husband, wife or partner"
3185683,38,"Other family / relative(s)"
3185687,38,"Other person(s)"
3185688,43,"My husband, wife or partner"
3185688,44,"Child/children aged under 15"
3185692,39,"My husband, wife or partner"
3185692,40,"Other person(s)"
3185693,42,"My husband, wife or partner"
3185694,37,"My husband, wife or partner"
3185694,38,"Child/children aged 15 or older"
3185696,38,"Other family / relative(s)"
3185700,37,"Other family / relative(s)"
3185700,38,"Other person(s)"
3185701,45,"Child/children aged 15 or older"
3185702,41,"My husband, wife or partner"
3185708,37,"My husband, wife or partner"
3185708,38,"Child/children aged under 15"
3185708,39,"Other person(s)"
3185709,38,"Other person(s)"
3185710,39,"My husband, wife or partner"
3185710,40,"Child/children aged 15 or older"
3185710,41,"Other family / relative(s)"
3185711,44,"My husband, wife or partner"
3185712,46,"Other person(s)"
3185713,39,"My husband, wife or partner"
3185713,40,"Child/children aged 15 or older"
3185713,41,"Other person(s)"
3185715,37,"Other person(s)"
3185716,40,"My husband, wife or partner"
3185717,41,"Other person(s)"
3185718,37,"My husband, wife or partner"
3185718,38,"Other family / relative(s)"
3185722,46,"Child/children aged under 15"
3185722,47,"Child/children aged 15 or older"
3185722,48,"Other person(s)"
3185723,41,"My husband, wife or partner"
3185724,38,"My husband, wife or partner"
3185724,39,"Other family / relative(s)"
3185729,38,"My husband, wife or partner"
3185729,39,"Child/children aged under 15"
3185729,40,"Other family / relative(s)"
3185730,44,"My husband, wife or partner"
3185732,42,"My husband, wife or partner"
3185733,37,"My husband, wife or partner"
3185733,38,"Child/children aged under 15"
3185733,39,"Child/children aged 15 or older"
3185733,40,"Other person(s)"
3185734,35,"My husband, wife or partner"
3185735,42,"My husband, wife or partner"
3185735,43,"Other family / relative(s)"
3185735,44,"Other person(s)"
3185736,38,"My husband, wife or partner"
3185736,39,"Other family / relative(s)"
3185739,41,"Other person(s)"
3185740,38,"My husband, wife or partner"
3185740,39,"Other person(s)"
3185741,40,"My husband, wife or partner"
3185742,38,"My husband, wife or partner"
3185742,39,"Other person(s)"
3185752,39,"Child/children aged 15 or older"
3185752,40,"Other family / relative(s)"
3185753,37,"My husband, wife or partner"
3185753,38,"Other person(s)"
3185755,37,"My husband, wife or partner"
3185756,37,"My husband, wife or partner"
3185757,40,"Other person(s)"
3185759,42,"My husband, wife or partner"
3185759,43,"Child/children aged under 15"
3185759,44,"Child/children aged 15 or older"
3185759,45,"Other person(s)"
3185760,39,"My husband, wife or partner"
3185760,40,"Child/children aged 15 or older"
3185760,41,"Other person(s)"
3185761,37,"My husband, wife or partner"
3185761,38,"Other person(s)"
3185762,36,"My husband, wife or partner"
3185763,39,"Other family / relative(s)"
3185764,40,"My husband, wife or partner"
3185766,38,"My husband, wife or partner"
3185766,39,"Other family / relative(s)"
3185766,40,"Other person(s)"
3185768,38,"Child/children aged under 15"
3185769,37,"My husband, wife or partner"
3185769,38,"Other family / relative(s)"
3185769,39,"Other person(s)"
3185770,42,"My husband, wife or partner"
3185772,40,"My husband, wife or partner"
3185777,37,"My husband, wife or partner"
3185778,37,"My husband, wife or partner"
3185778,38,"Other person(s)"
3185779,40,"My husband, wife or partner"
3185780,45,"My husband, wife or partner"
3185780,46,"Child/children aged under 15"
3185785,38,"My husband, wife or partner"
3185785,39,"Child/children aged under 15"
3185789,41,"My husband, wife or partner"
3185790,39,"Child/children aged 15 or older"
3185791,37,"My husband, wife or partner"
3185791,38,"Other family / relative(s)"
3185791,39,"Other person(s)"
3185792,45,"Child/children aged under 15"
3185797,37,"My husband, wife or partner"
3185797,38,"Child/children aged under 15"
3185799,37,"My husband, wife or partner"
3185799,38,"Child/children aged under 15"
3185799,39,"Other person(s)"
3185800,47,"My husband, wife or partner"
3185800,48,"Other person(s)"
3185806,42,"My husband, wife or partner"
3185807,37,"Other family / relative(s)"
3185810,38,"My husband, wife or partner"
3185811,42,"My husband, wife or partner"
3185813,38,"Child/children aged under 15"
3185815,38,"Other person(s)"
3185816,40,"My husband, wife or partner"
3185816,41,"Other person(s)"
3185817,36,"My husband, wife or partner"
3185817,37,"Child/children aged 15 or older"
3185817,38,"Other family / relative(s)"
3185817,39,"Other person(s)"
3185819,48,"My husband, wife or partner"
3185819,49,"Child/children aged under 15"
3185820,40,"Other family / relative(s)"
3185820,41,"Other person(s)"
3185821,42,"My husband, wife or partner"
3185821,43,"Child/children aged under 15"
3185822,36,"My husband, wife or partner"
3185823,43,"My husband, wife or partner"
